index	e_type	Source	from_type	Target	to_type	directed	attributes.tagCount	attributes.res	attributes.layer_id
53	located_on_h3_cell	https://www.openstreetmap.org/relation/11180264	osmplace	891f1a6ae07ffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
54	hasOSMTag	891f1a6d327ffff	h3place	place_of_worship	osmtag	False	1.0		Leisure_POS_amenity around (Zwickau) radius=15.0
55	located_on_h3_cell	https://www.openstreetmap.org/relation/11000480	osmplace	891f1a6abb7ffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
56	located_on_h3_cell	https://www.openstreetmap.org/relation/5357192	osmplace	891f1a75acbffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
57	located_on_h3_cell	https://www.openstreetmap.org/way/309776984	osmplace	891f1a67077ffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
58	located_on_h3_cell	https://www.openstreetmap.org/way/401404583	osmplace	891f1a656d3ffff	h3place	False		6.0	Lifestyle_POS_amenity around (Zwickau) radius=15.0
59	located_on_h3_cell	https://www.openstreetmap.org/way/504033324	osmplace	891f1a640cbffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
60	located_on_h3_cell	https://www.openstreetmap.org/way/361673397	osmplace	891f1a688afffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
61	hasOSMTag	891f1a62533ffff	h3place	stop_area	osmtag	False	2.0		Transport_POS_amenity around (Zwickau) radius=15.0
62	hasOSMTag	891f1a6a80bffff	h3place	outdoor_seating	osmtag	False	1.0		Leisure_POS_amenity around (Zwickau) radius=15.0
63	hasOSMTag	891f1a6d56fffff	h3place	park	osmtag	False	1.0		Leisure_POS_amenity around (Zwickau) radius=15.0
64	hasOSMTag	stop_area	osmtag	891f1a6a343ffff	h3place	False	1.0		Transport_POS_amenity around (Zwickau) radius=15.0
65	located_on_h3_cell	https://www.openstreetmap.org/way/720318962	osmplace	891f1a6191bffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
66	located_on_h3_cell	https://www.openstreetmap.org/way/242701661	osmplace	891f1a619a7ffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
67	hasOSMTag	stop_area	osmtag	891f1a61427ffff	h3place	False	1.0		Transport_POS_amenity around (Zwickau) radius=15.0
68	located_on_h3_cell	https://www.openstreetmap.org/node/6270032289	osmplace	891f1a61bafffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
69	located_on_h3_cell	https://www.openstreetmap.org/way/569564963	osmplace	891f1a62323ffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
70	located_on_h3_cell	https://www.openstreetmap.org/relation/9820764	osmplace	891f1a6c56fffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
71	located_on_h3_cell	https://www.openstreetmap.org/relation/10861528	osmplace	891f1a61dc3ffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
72	located_on_h3_cell	https://www.openstreetmap.org/node/4219323071	osmplace	891f1a68333ffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
73	hasOSMTag	stop_area	osmtag	891f1a6a807ffff	h3place	False	2.0		Transport_POS_amenity around (Zwickau) radius=15.0
74	located_on_h3_cell	https://www.openstreetmap.org/way/923055088	osmplace	891f1a618a7ffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
75	located_on_h3_cell	891f1a61913ffff	h3place	https://www.openstreetmap.org/way/362563317	osmplace	False		6.0	Services_POS_amenity around (Zwickau) radius=15.0
76	located_on_h3_cell	https://www.openstreetmap.org/relation/10642197	osmplace	891f1a63413ffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
77	located_on_h3_cell	https://www.openstreetmap.org/way/212253707	osmplace	891f1a61a47ffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
78	located_on_h3_cell	https://www.openstreetmap.org/node/8809800825	osmplace	891f1a6d037ffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
79	located_on_h3_cell	https://www.openstreetmap.org/way/308932819	osmplace	891f1a65a87ffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
80	located_on_h3_cell	https://www.openstreetmap.org/relation/10302313	osmplace	891f1a6d08fffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
81	located_on_h3_cell	891f1a6e673ffff	h3place	https://www.openstreetmap.org/way/296371027	osmplace	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
82	hasOSMTag	stop_area	osmtag	891f1a6e277ffff	h3place	False	1.0		Transport_POS_amenity around (Zwickau) radius=15.0
83	located_on_h3_cell	https://www.openstreetmap.org/way/310955101	osmplace	891f1a6f1c3ffff	h3place	False		6.0	Services_POS_amenity around (Zwickau) radius=15.0
84	located_on_h3_cell	https://www.openstreetmap.org/way/320198848	osmplace	891f1a6e217ffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
85	located_on_h3_cell	https://www.openstreetmap.org/way/239721350	osmplace	891f1a62d6fffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
86	located_on_h3_cell	https://www.openstreetmap.org/way/310951019	osmplace	891f1a6f1c7ffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
87	hasOSMTag	891f1a62993ffff	h3place	outdoor_seating	osmtag	False	1.0		Leisure_POS_amenity around (Zwickau) radius=15.0
88	located_on_h3_cell	891f1a60ec3ffff	h3place	https://www.openstreetmap.org/way/320528367	osmplace	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
89	hasOSMTag	891f1a62693ffff	h3place	sports_hall	osmtag	False	1.0		Leisure_POS_amenity around (Zwickau) radius=15.0
90	located_on_h3_cell	https://www.openstreetmap.org/way/925354367	osmplace	891f1a6268fffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
91	located_on_h3_cell	https://www.openstreetmap.org/relation/10786023	osmplace	891f1a619dbffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
92	located_on_h3_cell	https://www.openstreetmap.org/relation/12255604	osmplace	891f1a61bafffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
93	located_on_h3_cell	https://www.openstreetmap.org/relation/10926551	osmplace	891f1a61b0bffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
94	located_on_h3_cell	https://www.openstreetmap.org/relation/10964214	osmplace	891f1a61c4fffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
95	located_on_h3_cell	https://www.openstreetmap.org/way/238700588	osmplace	891e34d2d97ffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
96	located_on_h3_cell	https://www.openstreetmap.org/way/361848199	osmplace	891f1a6e5a3ffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
97	hasOSMTag	stop_area	osmtag	891f1a6108bffff	h3place	False	1.0		Transport_POS_amenity around (Zwickau) radius=15.0
98	located_on_h3_cell	https://www.openstreetmap.org/relation/11829151	osmplace	891f1a6a12bffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
99	located_on_h3_cell	https://www.openstreetmap.org/way/729641345	osmplace	891f1a61983ffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
100	located_on_h3_cell	https://www.openstreetmap.org/way/241162538	osmplace	891f1a61d77ffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
101	located_on_h3_cell	https://www.openstreetmap.org/node/8740879912	osmplace	891f1a6ae43ffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
102	located_on_h3_cell	https://www.openstreetmap.org/node/8740879892	osmplace	891f1a685cbffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
103	located_on_h3_cell	891f1a62917ffff	h3place	https://www.openstreetmap.org/way/511554308	osmplace	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
104	hasOSMTag	891f1a6e277ffff	h3place	pitch	osmtag	False	1.0		Leisure_POS_amenity around (Zwickau) radius=15.0
105	located_on_h3_cell	https://www.openstreetmap.org/way/313651067	osmplace	891f1a650b3ffff	h3place	False		6.0	Services_POS_amenity around (Zwickau) radius=15.0
106	located_on_h3_cell	https://www.openstreetmap.org/way/241932473	osmplace	891f1a640cbffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
107	hasOSMTag	891f1a61dd3ffff	h3place	stop_area	osmtag	False	2.0		Transport_POS_amenity around (Zwickau) radius=15.0
108	located_on_h3_cell	https://www.openstreetmap.org/way/628661453	osmplace	891f1a6d1d3ffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
109	located_on_h3_cell	https://www.openstreetmap.org/way/584641185	osmplace	891f1a61b57ffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
110	located_on_h3_cell	891f1a60a63ffff	h3place	https://www.openstreetmap.org/way/335732630	osmplace	False		6.0	Services_POS_amenity around (Zwickau) radius=15.0
111	located_on_h3_cell	https://www.openstreetmap.org/relation/10326688	osmplace	891f1a65ad7ffff	h3place	False		6.0	Transport_POS_amenity around (Zwickau) radius=15.0
112	located_on_h3_cell	https://www.openstreetmap.org/way/236554732	osmplace	891f1a65173ffff	h3place	False		6.0	Leisure_POS_amenity around (Zwickau) radius=15.0
