index	Id	v_type	attributes.osmid	attributes.tagvalue	attributes.tagname	Lon	Lat	attributes.resolution	attributes.h3index	lat	lon
0	891e349b363ffff	h3place				12.75322	50.65734	9.0		50.657340855492755	12.753215828560316
1	891e349b5b7ffff	h3place				12.75893	50.70835	9.0		50.70835251888167	12.758931318221913
2	891e349840fffff	h3place				12.8029	50.68343	9.0		50.683431067590924	12.802896022408508
3	891e349a6d7ffff	h3place				12.75279	50.72313	9.0		50.72312541948299	12.752792266959283
4	891e34894b7ffff	h3place				12.8761	50.53873	9.0		50.538732532636175	12.876096608977972
5	891e34d4c8fffff	h3place				12.77691	50.5474	9.0		50.54740293530742	12.776911336291562
6	891f1a6c993ffff	h3place				12.69437	50.6534	9.0		50.653401660771685	12.694366951369462
7	891e34d753bffff	h3place				12.64488	50.56645	9.0		50.5664453684808	12.644875526380632
8	891e349a247ffff	h3place				12.77713	50.69691	9.0		50.69690961982791	12.77713341504301
9	891e34995dbffff	h3place				12.75138	50.64962	9.0		50.649620577831705	12.751378364373043
10	891e34d54abffff	h3place				12.63171	50.51736	9.0		50.51736458412627	12.631709372436154
11	891e34d7463ffff	h3place				12.60613	50.55875	9.0		50.55874757308059	12.606131223626248
12	891e34d54d7ffff	h3place				12.61438	50.51873	9.0		50.51872630042345	12.614377709880033
13	891e34d5a9bffff	h3place				12.70658	50.47419	9.0		50.474189490854975	12.70657966632588
14	891e34d4d4fffff	h3place				12.80487	50.53657	9.0		50.53657430842193	12.804865358808296
15	891e349b16bffff	h3place				12.7667	50.67343	9.0		50.67343250808298	12.766704396885261
16	891f1a6c907ffff	h3place				12.705	50.64399	9.0		50.64398516326761	12.705000133253352
17	891e348b5cfffff	h3place				12.86759	50.58383	9.0		50.58382505044984	12.867586672364736
18	891e349a23bffff	h3place				12.7892	50.70024	9.0		50.7002421389973	12.78920059381315
19	891e34d615bffff	h3place				12.7073	50.58586	9.0		50.58586077120726	12.707298020845077
20	891e34d721bffff	h3place				12.6011	50.53051	9.0		50.53050817795031	12.601098949586905
21	891e348b16fffff	h3place				12.90165	50.55816	9.0		50.55816277924717	12.90165009987276
22	891e34d491bffff	h3place				12.82527	50.52778	9.0		50.527775199906905	12.825265500577384
23	891e34d646bffff	h3place				12.66952	50.59599	9.0		50.59599382480251	12.669522316255465
