index	Id	v_type	attributes.osmid	attributes.tagvalue	attributes.tagname	Lon	Lat	attributes.resolution	attributes.h3index	lat	lon
0	891f1a6ce0bffff	h3place				12.62923	50.63634	9.0		50.63634301118446	12.62923189421996
1	891f1a6d35bffff	h3place				12.5173	50.5907	9.0		50.59069977473737	12.517304244723249
2	891f1a65a9bffff	h3place				12.68632	50.7212	9.0		50.721203444722626	12.686319417651521
3	891f1a6ec33ffff	h3place				12.63542	50.71018	9.0		50.710178165506804	12.63542295733748
4	891f1a6c183ffff	h3place				12.60977	50.66288	9.0		50.6628790317929	12.609772231834615
5	891f1a6c0cbffff	h3place				12.56384	50.65215	9.0		50.65215362029312	12.563844984819733
6	891f1a6539bffff	h3place				12.63333	50.73533	9.0		50.735334505992626	12.63333017773108
7	891f1a6714bffff	h3place				12.62381	50.79031	9.0		50.790313004883615	12.62380962138922
8	891f1a650bbffff	h3place				12.62717	50.75009	9.0		50.75009127198054	12.627165314681388
9	891f1a6544fffff	h3place				12.5973	50.75312	9.0		50.75312017685828	12.597296034333391
10	891f1a75677ffff	h3place				12.46293	50.85255	9.0		50.852545275227754	12.462929755485293
11	891f1a60193ffff	h3place				12.47654	50.78023	9.0		50.780231394854695	12.476538156597902
12	891f1a61357ffff	h3place				12.3939	50.70875	9.0		50.70874912689198	12.393900237849497
13	891f1a61697ffff	h3place				12.34718	50.73583	9.0		50.73582712148148	12.347175180155071
14	891f1a634c7ffff	h3place				12.33433	50.79811	9.0		50.79811164122316	12.334328965144156
15	891f1a61953ffff	h3place				12.49193	50.71555	9.0		50.71555183233411	12.49192768744493
16	891f1a6f56fffff	h3place				12.51272	50.67397	9.0		50.67396545405306	12.512718058400079
17	891f1a6a19bffff	h3place				12.34312	50.6976	9.0		50.69760227754873	12.34311679205296
18	891f1a6f567ffff	h3place				12.51495	50.67665	9.0		50.6766505136591	12.514954958142665
19	891f1a6e607ffff	h3place				12.52753	50.70282	9.0		50.702821623014245	12.527528648089799
20	891f1a6281bffff	h3place				12.50875	50.80772	9.0		50.80772179708517	12.508751613682126
21	891f1a6298bffff	h3place				12.5427	50.81511	9.0		50.815105507456785	12.542697004363731
22	891f1a608b3ffff	h3place				12.54204	50.76452	9.0		50.76451721749405	12.542041840383018
23	891f1a622a7ffff	h3place				12.42487	50.80697	9.0		50.80697147933894	12.424874561930114
24	891f1a6353bffff	h3place				12.38382	50.79653	9.0		50.79652947773475	12.383820256561116
25	891f1a618a7ffff	h3place				12.48393	50.72259	9.0		50.72258873290593	12.483930111595608
26	891f1a6a217ffff	h3place				12.30348	50.67204	9.0		50.67203617021646	12.303476236297985
27	891f1a685bbffff	h3place				12.35864	50.66073	9.0		50.660732235573505	12.358644766285655
28	891f1a634bbffff	h3place				12.34637	50.80148	9.0		50.80148447005041	12.346371714581666
29	891f1a6f3afffff	h3place				12.52199	50.65182	9.0		50.65181756558099	12.521986362368914
30	891f1a6d083ffff	h3place				12.50985	50.62059	9.0		50.62059168165465	12.509850797572108
31	891f1a6c27bffff	h3place				12.56106	50.62664	9.0		50.62663712380407	12.561061266754786
32	891f1a6f12bffff	h3place				12.53583	50.6629	9.0		50.662895708945335	12.53583411628621
33	891f1a6c00bffff	h3place				12.57631	50.65047	9.0		50.65047232792426	12.576306723809283
34	891f1a6dd07ffff	h3place				12.62069	50.62056	9.0		50.62056471458457	12.620688098338315
35	891f1a60b3bffff	h3place				12.56155	50.73804	9.0		50.738038026641206	12.561550122306423
36	891f1a60b2bffff	h3place				12.56421	50.73569	9.0		50.73569102820312	12.564214928145118
37	891f1a6e523ffff	h3place				12.58511	50.72194	9.0		50.721940021339904	12.585105980770233
38	891f1a6024bffff	h3place				12.4207	50.74097	9.0		50.74096752398396	12.420701924457596
39	891f1a78977ffff	h3place				12.3347	50.73748	9.0		50.737479130838544	12.334704048553549
40	891f1a7897bffff	h3place				12.32757	50.73445	9.0		50.7344487293052	12.327573472168364
41	891f1a61873ffff	h3place				12.47008	50.71151	9.0		50.71151332540268	12.470081577458041
42	891f1a68467ffff	h3place				12.32792	50.64592	9.0		50.645915599883125	12.327924330513417
43	891f1a61d7bffff	h3place				12.4835	50.72762	9.0		50.72761781768274	12.48350099872026
44	891f1a6819bffff	h3place				12.36485	50.64598	9.0		50.64597761714966	12.364851663775116
45	891f1a6858fffff	h3place				12.35375	50.66039	9.0		50.660388771779935	12.353749081725155
46	891f1a62507ffff	h3place				12.44682	50.8388	9.0		50.83880440209615	12.44682092032462
47	891f1a61013ffff	h3place				12.37969	50.73052	9.0		50.73051965997783	12.379687531915122
48	891f1a68a17ffff	h3place				12.41238	50.60878	9.0		50.608776573850825	12.412380365341871
49	891f1a61987ffff	h3place				12.50578	50.72662	9.0		50.72662459726008	12.505781642910453
50	891f1a62997ffff	h3place				12.54718	50.82047	9.0		50.820465126750236	12.547182816287593
51	891f1a60a53ffff	h3place				12.50759	50.73434	9.0		50.73433690037816	12.507592425314646
52	891f1a68d33ffff	h3place				12.45118	50.6444	9.0		50.644398822701305	12.451180203939344
53	891f1a6a8d7ffff	h3place				12.39384	50.68091	9.0		50.68091279476807	12.39384438524852
54	891f1a6018bffff	h3place				12.47697	50.77521	9.0		50.77520621018785	12.476968078676272
55	891f1a6286fffff	h3place				12.51943	50.79835	9.0		50.798349348305344	12.519425406808361
56	891f1a60a33ffff	h3place				12.52945	50.73837	9.0		50.73836835325982	12.529450985317826
57	891f1a63653ffff	h3place				12.31425	50.77396	9.0		50.773956127743695	12.314245346356774
58	891f1a61c6bffff	h3place				12.45185	50.7229	9.0		50.7228987454822	12.451847380443839
59	891f1a6c59bffff	h3place				12.58624	50.679	9.0		50.678998962895385	12.586239564390532
60	891f1a6d033ffff	h3place				12.52273	50.61388	9.0		50.61387736007824	12.522731367379677
61	891f1a6c197ffff	h3place				12.61201	50.66556	9.0		50.665563110502816	12.612013324709865
62	891f1a65a87ffff	h3place				12.69614	50.72186	9.0		50.72186329155564	12.69613526999635
63	891f1a6e913ffff	h3place				12.67592	50.69773	9.0		50.69772992263416	12.675920721157855
64	891f1a6c193ffff	h3place				12.60711	50.66523	9.0		50.6652300769519	12.607111238305476
65	891f1a6c353ffff	h3place				12.58513	50.63335	9.0		50.63334612810751	12.585132769068373
66	891f1a6c817ffff	h3place				12.66802	50.64403	9.0		50.644030834641285	12.66802484607332
67	891f1a6cdcfffff	h3place				12.67168	50.65947	9.0		50.659471910271535	12.67168044717305
68	891f1a60973ffff	h3place				12.57009	50.75379	9.0		50.75379451258776	12.570092977798579
69	891f1a6554fffff	h3place				12.63165	50.75545	9.0		50.75545292871822	12.631654886491448
70	891f1a6524bffff	h3place				12.59534	50.71758	9.0		50.71757730226279	12.595338450368171
71	891f1a646dbffff	h3place				12.63672	50.78361	9.0		50.78360503358848	12.636716130584174
72	891f1a6509bffff	h3place				12.61468	50.75177	9.0		50.751773378011016	12.61468466813623
73	891f1a6e08fffff	h3place				12.55652	50.70987	9.0		50.70986894693386	12.556523762995557
74	891f1a635a7ffff	h3place				12.39053	50.80458	9.0		50.804577239351104	12.390525071038345
75	891f1a62a5bffff	h3place				12.48368	50.78325	9.0		50.783252260354374	12.483683994739273
76	891f1a6f50fffff	h3place				12.50963	50.68135	9.0		50.68134619862014	12.509627400963891
77	891f1a6f493ffff	h3place				12.4669	50.69105	9.0		50.69105189687964	12.466900475636976
78	891f1a6f403ffff	h3place				12.47266	50.68133	9.0		50.6813273853049	12.472660381824712
79	891f1a6a3cbffff	h3place				12.32083	50.67073	9.0		50.670729514889885	12.320830409492041
80	891e34d250fffff	h3place				12.4657	50.58967	9.0		50.58967498417765	12.465702857311687
81	891f1a68b2bffff	h3place				12.45463	50.60411	9.0		50.60411127484468	12.454625401584453
82	891f1a6f52bffff	h3place				12.51719	50.67934	9.0		50.67933545165643	12.51719204818063
83	891f1a6841bffff	h3place				12.31503	50.6526	9.0		50.65260202372503	12.31502922408438
84	891f1a6014fffff	h3place				12.47559	50.76247	9.0		50.76247214352267	12.475589763425583
85	891f1a6e0cbffff	h3place				12.54224	50.70383	9.0		50.703830514928114	12.542237523397556
86	891f1a68587ffff	h3place				12.35598	50.66308	9.0		50.66307648810874	12.35597808562931
87	891f1a62d63ffff	h3place				12.53245	50.81946	9.0		50.8194551916949	12.532449114692136
88	891f1a6803bffff	h3place				12.34615	50.63454	9.0		50.634537109797	12.346149739436878
89	891f1a60ecfffff	h3place				12.49117	50.75343	9.0		50.753434783733574	12.491165068579926
90	891f1a621abffff	h3place				12.46776	50.8251	9.0		50.825101871432686	12.467756173994264
91	891f1a629b7ffff	h3place				12.55967	50.81879	9.0		50.81879374103813	12.559674057649623
92	891f1a62687ffff	h3place				12.39369	50.82501	9.0		50.82500537270125	12.393688094108951
93	891f1a6f1d7ffff	h3place				12.51538	50.67162	9.0		50.67161732473718	12.515381561413001
94	891f1a61eafffff	h3place				12.44738	50.71753	9.0		50.71752987072383	12.447376751454286
95	891f1a62dd3ffff	h3place				12.51419	50.83083	9.0		50.83083039631788	12.514192523766797
96	891f1a625b7ffff	h3place				12.45354	50.84685	9.0		50.84684524654412	12.453538682499344
97	891f1a6f48fffff	h3place				12.47223	50.68636	9.0		50.68635929785085	12.472230733110223
98	891f1a75a5bffff	h3place				12.54943	50.82314	9.0		50.8231447530394	12.549426008919415
99	891f1a6d0b7ffff	h3place				12.52454	50.6216	9.0		50.62160158879714	12.524541227268946
100	891f1a6f127ffff	h3place				12.54297	50.66592	9.0		50.66591670564046	12.542972220538523
101	891f1a65653ffff	h3place				12.57627	50.73904	9.0		50.739043203101474	12.57626880257341
102	891f1a65097ffff	h3place				12.62184	50.75479	9.0		50.754787434733124	12.621837374817304
103	891f1a640cfffff	h3place				12.67867	50.78391	9.0		50.78391006919154	12.678672438695495
104	891f1a65173ffff	h3place				12.65745	50.74202	9.0		50.74202426307339	12.657452529503782
105	891f1a655cfffff	h3place				12.62857	50.76283	9.0		50.76282948410069	12.628571720914385
106	891f1a6e943ffff	h3place				12.66919	50.68968	9.0		50.68968326662872	12.669185969937882
107	891f1a6e07bffff	h3place				12.55513	50.69712	9.0		50.69712219435617	12.555131872474414
108	891f1a65ebbffff	h3place				12.68017	50.73597	9.0		50.735967635156705	12.680165680373529
109	891f1a671b3ffff	h3place				12.6422	50.80672	9.0		50.806721066915216	12.642200076000401
110	891f1a61da7ffff	h3place				12.49959	50.74137	9.0		50.741372916523545	12.499593791349996
111	891f1a6228bffff	h3place				12.40525	50.8056	9.0		50.805604547657495	12.405245426774268
112	891f1a7567bffff	h3place				12.45578	50.84953	9.0		50.84952528392689	12.455778318813374
113	891f1a6f117ffff	h3place				12.52785	50.66994	9.0		50.669942291876346	12.52784556013539
114	891f1a6c243ffff	h3place				12.5535	50.62865	9.0		50.62865315752982	12.553502248029169
115	891f1a6c6b3ffff	h3place				12.55096	50.65887	9.0		50.65886841747396	12.55095927354223
116	891f1a6c17bffff	h3place				12.61103	50.64777	9.0		50.647771573096364	12.61103172623061
