	0	1
2410	891f1a61c6bffff	3
2411	891e34901dbffff	0
2412	891f1a281d7ffff	5
2413	891f1a6126bffff	5
2414	891f1a6f0a7ffff	5
2415	891f1a7897bffff	5
2416	891f1a6a8cfffff	1
2417	891f1a6f52fffff	5
2418	891e34d48cfffff	1
2419	891f1a2d647ffff	5
2420	891f1a6f097ffff	5
2421	891f1a29383ffff	5
2422	891f1a6c53bffff	5
2423	891f1a6f44fffff	5
2424	helipad	0
2425	891f1a619b3ffff	5
2426	891f1a6d0d3ffff	0
2427	891f1a61897ffff	5
2428	891f1a6032fffff	3
2429	891f1a61dd3ffff	5
2430	891f1a2dc63ffff	0
2431	891f1a60137ffff	6
2432	891f1a68b2bffff	5
2433	891f1a280afffff	5
2434	891f1a6c243ffff	5
2435	891e34926abffff	0
2436	891e349853bffff	2
2437	891e3491583ffff	0
2438	891f1a6ea4fffff	5
2439	891f1a6620bffff	0
2440	891f1a2865bffff	2
2441	891f1a642c7ffff	0
2442	891f1a67397ffff	7
2443	891f1a62d0bffff	5
2444	891f1a6c17bffff	5
2445	891f1a2ce4bffff	2
2446	891f1a62347ffff	5
2447	891e348a4afffff	3
2448	891f1a6c11bffff	5
2449	891f1a61e4bffff	5
2450	891f1a2d52bffff	7
2451	891f1a6dc9bffff	0
2452	891f1a6d083ffff	5
2453	891f1a2ab1bffff	0
2454	891f1a6d3d7ffff	5
2455	891f1a68d4fffff	5
2456	891e34934cfffff	7
2457	891f1a6e913ffff	5
2458	891e34920dbffff	1
2459	891f1a60e4bffff	1
2460	891f1a6dc0bffff	0
2461	891f1a6194fffff	2
2462	891f1a62583ffff	6
2463	891e34922b3ffff	5
2464	891f1a6d3cfffff	5
2465	891f1a6a133ffff	5
2466	891f1a62d6bffff	2
2467	891f1a6253bffff	5
2468	891f1a6e94fffff	5
2469	891f1a603a3ffff	1
2470	891e3482633ffff	5
2471	891f1a6f197ffff	5
2472	891f1a6c3cfffff	5
2473	891f1a6a807ffff	5
2474	891f1a6547bffff	0
2475	891f1a60367ffff	5
2476	taxiway	0
2477	891f1a61d9bffff	5
2478	891f02b0d57ffff	0
2479	891f1a6a19bffff	5
2480	891e34d2bdbffff	5
2481	891e34d50a3ffff	7
2482	891f1a66b9bffff	7
2483	891f1a2dd1bffff	2
2484	891f02bb5cfffff	0
2485	891e3498897ffff	2
2486	891f1a6022bffff	5
2487	891e349966fffff	5
2488	891e349aa9bffff	4
2489	891f1a6cd2fffff	0
2490	891f1a6286fffff	3
2491	891f1a62567ffff	5
2492	891f1a61c0bffff	0
2493	891e349a8d3ffff	7
2494	891f1a61ca7ffff	5
2495	891f1a6cc9bffff	5
2496	891e3492557ffff	4
2497	891e34d6067ffff	5
2498	891e3491953ffff	3
2499	891e3490317ffff	5
2500	891e3492143ffff	5
2501	891f1a6cdcfffff	4
2502	891f02b9bafffff	3
2503	891f1a71963ffff	4
2504	891f1a6ad13ffff	5
2505	891e34930c3ffff	5
2506	891e34934b7ffff	4
2507	891e3492dbbffff	3
2508	891e3492db3ffff	3
2509	891f1a62283ffff	1
2510	891e34992c7ffff	7
2511	891f1a62663ffff	5
2512	891f1a61883ffff	5
2513	891e34901a3ffff	4
2514	barefoot	3
2515	depot	1
2516	891f1a6e073ffff	5
2517	891f1a2db17ffff	5
2518	891f02b2e43ffff	4
2519	891f1a60a6fffff	2
2520	library	3
2521	891e34d6903ffff	5
2522	891f1a60453ffff	6
2523	891f1a61d4bffff	3
2524	891e34d429bffff	4
2525	891f1a2f407ffff	6
2526	891e3492e4bffff	7
2527	891e34985dbffff	7
2528	891f1a75233ffff	5
2529	891f1a621b3ffff	5
2530	891e34954cfffff	4
2531	891f1a61ea7ffff	4
2532	891f02b13d7ffff	1
2533	891f02b1a2bffff	1
2534	891f1a689abffff	0
2535	hvac	1
2536	891e34894a7ffff	0
2537	891e34d4b47ffff	4
2538	891f1a6d033ffff	5
2539	891e3492a2fffff	6
2540	891f1a65ed7ffff	7
2541	891f02ba8abffff	6
2542	891f1a6733bffff	6
2543	891e34d640fffff	6
2544	891f1a66aa7ffff	4
2545	tiler	3
2546	891e349aa47ffff	6
2547	891f1a651dbffff	5
2548	891f1a6e45bffff	6
2549	891e349a2d7ffff	4
2550	891e34d4a33ffff	4
2551	891e348b25bffff	3
2552	891e34d6d6fffff	4
2553	891f1a2aa8bffff	4
2554	891f0284123ffff	6
2555	891f02aa00fffff	6
2556	891f0284167ffff	6
2557	891f1a640b3ffff	4
2558	891e349763bffff	4
2559	891f02ba55bffff	4
2560	891e3491103ffff	4
2561	891f1a6d13bffff	7
2562	891e34d658bffff	4
2563	891e34911dbffff	4
2564	891e34d2b57ffff	0
2565	891e34d594fffff	4
2566	891f1a60b37ffff	2
2567	891e34911bbffff	4
2568	model_runway	6
2569	891f02b8cd7ffff	4
2570	891f1a68827ffff	4
2571	891e3482413ffff	6
2572	891e348b4c3ffff	6
2573	891f1a2d167ffff	6
2574	891f1a6c43bffff	0
2575	891f1a6abd7ffff	6
2576	891f1a61a33ffff	4
2577	891e34c645bffff	6
2578	891e349aa43ffff	6
2579	891f02b02afffff	4
2580	shoemaker	3
2581	891e3498b7bffff	4
2582	891e34d5063ffff	7
2583	891f02ba10bffff	6
2584	891f1a66da7ffff	1
2585	891f1a67687ffff	6
2586	891f1a620cfffff	4
2587	891f0049b27ffff	4
2588	891f1a6544fffff	4
2589	891f1a29e07ffff	6
2590	891f1a6702bffff	7
2591	891f1a61bc3ffff	6
2592	891e3490eb3ffff	6
2593	891f1a2c157ffff	4
2594	891f1a6e533ffff	3
2595	891f02a3067ffff	4
2596	891e349980bffff	0
2597	891e34931c7ffff	4
2598	891e34936a3ffff	4
2599	891f1a2f207ffff	1
2600	891f1a65ddbffff	5
2601	891e34d5897ffff	6
2602	891f0284873ffff	4
2603	891e34d74b7ffff	3
2604	891f1a6497bffff	4
2605	891f1a6f433ffff	4
2606	891f1a61b73ffff	4
2607	891f1a60693ffff	4
2608	891f1a6f68fffff	3
2609	891f1a6c4b3ffff	4
2610	891e34919abffff	4
2611	891f1a6d9b7ffff	1
2612	891f02a101bffff	6
2613	891e349aaa7ffff	4
2614	891e34985afffff	6
2615	891f1a645a3ffff	4
2616	891f1a61a23ffff	3
2617	891e349660bffff	3
2618	891e3498417ffff	0
2619	891e3490a97ffff	6
2620	891f02ba893ffff	4
2621	891f02b9e1bffff	6
2622	891e348b56fffff	0
2623	891e34d566bffff	4
2624	bandstand	3
2625	891f1a29363ffff	4
2626	891e3499007ffff	6
2627	891f1a6ac27ffff	7
2628	891f1a6d01bffff	0
2629	891e3482427ffff	6
2630	891f1a64567ffff	4
2631	891e349a233ffff	0
2632	891e34d564bffff	4
2633	891f1a6db6fffff	4
2634	891e3493313ffff	4
2635	891f1a6c277ffff	0
2636	891e349a333ffff	4
2637	891e349151bffff	4
2638	891e34894d7ffff	7
2639	891f1a673abffff	7
2640	891f1a2f66bffff	4
2641	891f1a2d42bffff	5
2642	891e34821d3ffff	4
2643	891f1a60593ffff	6
2644	891e3492187ffff	3
2645	891f1a605a7ffff	6
2646	891f1a676bbffff	6
2647	891e348958fffff	0
2648	891f1a64397ffff	4
2649	891f1a65c3bffff	4
2650	891e348269bffff	6
2651	891f1a6f167ffff	2
2652	891f1a6104bffff	1
2653	891f1a6f3afffff	5
2654	891f02ba86bffff	6
2655	891f1a6a963ffff	6
2656	891e34d6933ffff	6
2657	891e34d490fffff	4
2658	891f1a66947ffff	7
2659	891e348b5cfffff	0
2660	891e349a20bffff	4
2661	891f1a75a6bffff	1
2662	891f1a28a63ffff	4
2663	891e3491d27ffff	4
2664	891e349549bffff	7
2665	891e34d4037ffff	6
2666	891f1a64817ffff	4
2667	car_sharing	5
2668	891f1a2d537ffff	7
2669	891e34d6a27ffff	4
2670	891f1a2f3b7ffff	7
2671	891e3490467ffff	4
2672	891f1a64177ffff	4
2673	891e34906cfffff	1
2674	891e34d7163ffff	0
2675	891f1a6354bffff	6
2676	891e34d68c7ffff	1
2677	891e3482487ffff	0
2678	891e349815bffff	4
2679	891e348210fffff	4
2680	891e34d4bb3ffff	4
2681	891f1a64543ffff	5
2682	891e34923b3ffff	1
2683	891f1a6abcbffff	6
2684	891e349b68bffff	4
2685	891e34d6a53ffff	4
2686	891e34821abffff	4
2687	891f1a68e83ffff	7
2688	891e34d497bffff	7
2689	891f1a645afffff	4
2690	891f1a6f24bffff	6
2691	891e34924c3ffff	5
2692	891e349200fffff	4
2693	891f1a6d567ffff	4
2694	891e34d6143ffff	4
2695	891f1a6269bffff	3
2696	891f1a61273ffff	4
2697	891e349a33bffff	4
2698	891e34d6537ffff	4
2699	891e34936d7ffff	7
2700	891e34991abffff	3
2701	891f1a61a2fffff	3
2702	891f02ba277ffff	4
2703	891f1a29ed7ffff	4
2704	891e3498577ffff	1
2705	891e349802fffff	4
2706	891e34d56dbffff	4
2707	891f1a29147ffff	4
2708	891f1a6588fffff	3
2709	891f1a69da3ffff	4
2710	891e34930a3ffff	1
2711	891f1a6e147ffff	0
2712	891f1a68063ffff	6
2713	891e3492857ffff	5
2714	891f1a2d203ffff	4
2715	891f1a65acfffff	5
2716	891f02a148bffff	4
2717	891e34d42b3ffff	4
2718	891f02bb3c7ffff	3
2719	891f1a6410fffff	4
2720	891f1a68513ffff	3
2721	891f1a2d4cbffff	4
2722	891f02ba107ffff	4
2723	891f1a6da6bffff	4
2724	891e34d4d43ffff	3
2725	891f1a2c6abffff	6
2726	891f1a6c9dbffff	6
2727	891f1a62633ffff	5
2728	891e34d4c13ffff	5
2729	891f1a646abffff	7
2730	891e3492247ffff	4
2731	891e349ae2bffff	1
2732	891f02a124bffff	6
2733	891f02b2b2bffff	3
2734	891f1a6d9a7ffff	1
2735	891e3491573ffff	5
2736	891f1a60ed7ffff	4
2737	891f1a621d7ffff	6
2738	891f1a6e29bffff	3
2739	891e349b587ffff	4
2740	891f1a6205bffff	6
2741	891f1a6dc7bffff	0
2742	891e34d60b7ffff	4
2743	891e34d094bffff	0
2744	891e34901c7ffff	4
2745	891f1a2f107ffff	7
2746	891e3491e73ffff	4
2747	891e34908c7ffff	4
2748	891e349aaa3ffff	7
2749	891f1a6a3b7ffff	3
2750	891f1a6197bffff	0
2751	891f1a6338bffff	3
2752	891f02bac4fffff	4
2753	891e34d4ca7ffff	3
2754	bicycle_repair_station	3
2755	891f1a6d92fffff	1
2756	891f02b8053ffff	0
2757	891f02b1a6bffff	6
2758	891f1a2daa7ffff	4
2759	891f1a67683ffff	6
2760	891f1a61877ffff	1
2761	891f1a613b7ffff	6
2762	891e3491947ffff	0
2763	891e349b4abffff	6
2764	891f1a2d16fffff	3
2765	891e34d520bffff	6
2766	891f1a28e2fffff	1
2767	891e349a47bffff	0
2768	climbing	4
2769	891e34894c7ffff	0
2770	891e3499c67ffff	0
2771	891f1a2d1cbffff	0
2772	891f02a1047ffff	6
2773	891e34d75cbffff	6
2774	891e3493413ffff	3
2775	891f028482bffff	4
2776	891f1a6d1c7ffff	6
2777	891f02b0a6fffff	0
2778	891f1a6d12bffff	0
2779	891e34820a3ffff	4
2780	891e349a237ffff	0
2781	891f1a6a9abffff	6
2782	891f1a6e503ffff	4
2783	891e349b407ffff	3
2784	891f02b1dcbffff	6
2785	891f1a67697ffff	6
2786	891f1a6250fffff	6
2787	tinsmith	6
2788	891e34d4ea7ffff	4
2789	891e3498bd3ffff	4
2790	891f02ba513ffff	4
2791	891e3492bd3ffff	6
2792	891e349246fffff	5
2793	891f02a0577ffff	3
2794	891f1a2dd6fffff	5
2795	891e349a613ffff	4
2796	891e3491977ffff	0
2797	891f1a6e2b7ffff	3
2798	891f1a6eeb3ffff	5
2799	891f02b8da3ffff	1
2800	891f02b1117ffff	3
2801	891f1a29ec3ffff	4
2802	891e349894bffff	3
2803	891f1a299d7ffff	1
2804	891e3498d9bffff	4
2805	891f1a60da3ffff	1
2806	891f1a6104fffff	1
2807	891f1a65b0fffff	6
2808	891f1a6358fffff	6
2809	891e3491593ffff	5
2810	891f1a6dcb3ffff	4
2811	891e349064fffff	4
2812	891f1a6c683ffff	6
2813	891f1a2d1a7ffff	4
2814	891f02bae8fffff	4
2815	891f02bac4bffff	4
2816	891e34d4d87ffff	6
2817	891f1a60a6bffff	4
2818	891f1a2ab4fffff	7
2819	891f02b1973ffff	4
2820	schoolyard	3
2821	891e3491a93ffff	3
2822	891f1a60b67ffff	0
2823	891f02aa64fffff	3
2824	891f1a62177ffff	7
2825	891e3490663ffff	5
2826	891e349067bffff	5
2827	891e34994afffff	0
2828	891f02bb40fffff	0
2829	891e34975cfffff	1
2830	891e349b10bffff	0
2831	891f1a6e523ffff	7
2832	891f02b0817ffff	1
2833	891f1a2c2cfffff	7
2834	891e3492037ffff	1
2835	891e34d6677ffff	1
2836	builder	5
2837	891f02b854bffff	0
2838	891f02aa1b3ffff	4
2839	891f1a6304bffff	4
2840	891f1a2de3bffff	7
2841	891f1a6108fffff	5
2842	891f1a6430bffff	7
2843	891f1a61297ffff	1
2844	department_store	3
2845	891f1a68b4bffff	6
2846	891f1a78dd3ffff	1
2847	891f1a65ba7ffff	3
2848	891e34d75c7ffff	1
2849	891f02bb513ffff	0
2850	891e34d560bffff	1
2851	891e34d76d7ffff	0
2852	891f1a28807ffff	6
2853	891f1a2985bffff	7
2854	891f1a2c377ffff	1
2855	891f1a60ec7ffff	4
2856	891f1a6622bffff	0
2857	891f1a61d5bffff	1
2858	891f1a2a863ffff	1
2859	891f1a6255bffff	4
2860	891f02b12d7ffff	3
2861	891e349122fffff	4
2862	891e34d4d5bffff	0
2863	891f1a2d4bbffff	5
2864	891e3490283ffff	6
2865	891f1a68087ffff	0
2866	891f1a299a7ffff	7
2867	891f1a28853ffff	7
2868	891f1a61d33ffff	4
2869	891f1a62023ffff	6
2870	891e349008bffff	5
2871	891f1a71bb7ffff	6
2872	891f1a62e73ffff	6
2873	891e3492a3bffff	6
2874	891e34d4e37ffff	5
2875	891e349349bffff	4
2876	891e34d508bffff	3
2877	891e3490067ffff	1
2878	891e3499627ffff	5
2879	891f1a2d823ffff	4
2880	891e348b5c7ffff	0
2881	891f1a29133ffff	2
2882	891e34d7097ffff	6
2883	891f1a618cbffff	1
2884	891f1a621afffff	7
2885	891f1a60147ffff	1
2886	891e34d74c3ffff	6
2887	891e34906a7ffff	0
2888	891f1a2c0c7ffff	7
2889	891f1a64a87ffff	7
2890	891f1a6886bffff	2
2891	891e34d45b7ffff	0
2892	891f1a6d5bbffff	6
2893	891f1a65607ffff	0
2894	891e34995bbffff	5
2895	891e3498987ffff	5
2896	891e3493693ffff	5
2897	891f1a6a843ffff	0
2898	891f1a2dd6bffff	1
2899	891e3482527ffff	5
2900	891e34d6ab7ffff	7
2901	891f1a2ddabffff	7
2902	891f1a6d057ffff	6
2903	891f02a319bffff	6
2904	891f1a6f503ffff	3
2905	891f1a64a6bffff	1
2906	891e349b66bffff	0
2907	891e3493057ffff	3
2908	891f1a6f643ffff	6
2909	891f1a68e13ffff	4
2910	891f1a6809bffff	0
2911	891f1a6243bffff	4
2912	891e34d58b3ffff	6
2913	891e349a887ffff	1
2914	891e349196fffff	3
2915	891e34962dbffff	3
2916	891f1a2d023ffff	0
2917	891e34d4a03ffff	6
2918	891f1a28e53ffff	4
2919	891f1a65e37ffff	7
2920	891f1a6899bffff	0
2921	891e34d2dd7ffff	3
2922	891e3483687ffff	0
2923	891f1a6d037ffff	3
2924	891f1a6587bffff	5
2925	891f1a6246bffff	1
2926	891f1a6ce57ffff	5
2927	891f1a64dd7ffff	4
2928	891f1a61bd3ffff	1
2929	891f02b1a4bffff	1
2930	891e349064bffff	7
2931	891f1a6564bffff	3
2932	891f1a6196bffff	0
2933	891e349b113ffff	0
2934	891f1a61323ffff	5
2935	891f1a2d5d7ffff	5
2936	891f1a2d457ffff	5
2937	891e34976cfffff	0
2938	891f1a621abffff	7
2939	891f1a6a0b3ffff	4
2940	891e348b2cfffff	5
2941	891e34928b7ffff	5
2942	891f1a66bb7ffff	7
2943	891f1a62ec3ffff	6
2944	891f1a6d3bbffff	0
2945	891e3492023ffff	5
2946	891f1a610d7ffff	5
2947	891f1a64cabffff	0
2948	891f1a60d8bffff	6
2949	891e3490ac3ffff	3
2950	891f1a6c5a7ffff	6
2951	891e34d4da3ffff	6
2952	891f1a6f177ffff	3
2953	891f02b2a57ffff	3
2954	891f1a6455bffff	5
2955	891e349ad7bffff	3
2956	891f028462fffff	5
2957	891f1a61e4fffff	0
2958	891f1a2dddbffff	2
2959	891e3490a27ffff	6
2960	891e349b6c7ffff	4
2961	891f1a626afffff	5
2962	891e349a927ffff	0
2963	891e349914fffff	6
2964	891e3499c5bffff	3
2965	891f1a6121bffff	1
2966	891f1a61287ffff	1
2967	891f1a64973ffff	6
2968	891e34996d7ffff	0
2969	891e34d4c3bffff	5
2970	891f1a29347ffff	5
2971	891f1a6adc7ffff	1
2972	891e34d7127ffff	0
2973	891f1a2c62bffff	1
2974	891f1a62873ffff	1
2975	891f1a6706bffff	7
2976	891e34d664fffff	3
2977	891f1a29e73ffff	1
2978	891f1a2f6d7ffff	7
2979	891f1a78d4bffff	4
2980	891f02b06abffff	6
2981	891e3483253ffff	4
2982	891e349a553ffff	0
2983	891f1a61563ffff	5
2984	891f1a2ab77ffff	7
2985	891f1a60163ffff	3
2986	891f1a6d097ffff	5
2987	marketplace	3
2988	891e348203bffff	5
2989	891e3491ab7ffff	0
2990	891f1a623a3ffff	6
2991	891f1a633c3ffff	5
2992	891e34d7423ffff	0
2993	891e349322bffff	1
2994	891f1a64a47ffff	1
2995	891f1a60297ffff	6
2996	891e34d758bffff	0
2997	891f1a6616fffff	7
2998	891e34952bbffff	5
2999	891f1a64dbbffff	5
3000	891f1a605abffff	6
3001	891f1a6e687ffff	1
3002	891f1a634a3ffff	4
3003	891f1a66acbffff	5
3004	891e3482457ffff	0
3005	891f1a614b3ffff	5
3006	891e34d6b47ffff	5
3007	891e349a347ffff	3
3008	891f1a6580bffff	4
3009	891f1a28cd7ffff	0
3010	891e349198bffff	1
3011	891f1a6c443ffff	1
3012	891f1a61b67ffff	1
3013	891f1a2c347ffff	4
3014	891f1a2f397ffff	3
3015	891f1a66c9bffff	3
3016	891e3491847ffff	0
3017	891f1a6f38bffff	1
3018	891e34d49dbffff	0
3019	891f1a2818bffff	7
3020	891e349ae07ffff	4
3021	891f1a61e23ffff	4
3022	891f1a62913ffff	4
3023	891f1a285c3ffff	7
3024	891e34903d3ffff	3
3025	long_jump	4
3026	891f1a66d97ffff	5
3027	891f1a66db3ffff	3
3028	891f1a6f5dbffff	1
3029	891e3498043ffff	0
3030	891f1a2c01bffff	4
3031	891f1a62653ffff	4
3032	891e34d60b3ffff	1
3033	891e34d5613ffff	7
3034	891e3490683ffff	5
3035	891e3497587ffff	6
3036	891f0216d2fffff	6
3037	891f1a6d00bffff	0
3038	891f1a282afffff	1
3039	891e34d5017ffff	3
3040	891e3492b1bffff	0
3041	891e3490153ffff	5
3042	891e34d7507ffff	4
3043	891e3482407ffff	6
3044	891e349308fffff	5
3045	891f1a28a6bffff	5
3046	891f1a64dcbffff	0
3047	891e34d4a57ffff	6
3048	891f02b850bffff	0
3049	891f1a65817ffff	5
3050	891f1a6c3b7ffff	3
3051	891f1a29dcfffff	3
3052	891f02aaccbffff	4
3053	891f02b91d3ffff	0
3054	891f1a66b63ffff	1
3055	891f02bae67ffff	0
3056	891e34d63c7ffff	5
3057	891f02b8d87ffff	7
3058	891e3482543ffff	6
3059	891e349749bffff	1
3060	891f1a6a83bffff	1
3061	891f1a61457ffff	0
3062	891f1a6d16fffff	0
3063	891f1a28d73ffff	6
3064	891f1a2dbc3ffff	3
3065	891f1a62dafffff	0
3066	891e3498b47ffff	5
3067	891f1a61dcbffff	5
3068	891f1a6d067ffff	0
3069	891f02b05cbffff	2
3070	891e34c2d83ffff	6
3071	891e34d6037ffff	5
3072	891e34d7393ffff	3
3073	891f1a628d7ffff	3
3074	891f1a6aebbffff	5
3075	891f1a2c1cbffff	1
3076	891e3492847ffff	5
3077	891f1a65d1bffff	0
3078	891f1a6e17bffff	0
3079	caterer	2
3080	891f1a6563bffff	1
3081	891e3490a87ffff	6
3082	891f1a6125bffff	1
3083	891f1a2d257ffff	3
3084	891f1a6e697ffff	1
3085	891f1a2d667ffff	5
3086	891e34910c3ffff	6
3087	891f1a6d943ffff	0
3088	891f1a6e2c7ffff	4
3089	891e349a6dbffff	3
3090	891f1a28207ffff	1
3091	891f1a622a7ffff	3
3092	891f02b0883ffff	1
3093	891f1a60b3bffff	4
3094	891e34990c3ffff	1
3095	891f1a6e677ffff	0
3096	891e3490aabffff	6
3097	891f1a6e6b3ffff	6
3098	891f1a2ddc7ffff	4
3099	891e34929dbffff	1
3100	891e349100bffff	1
3101	891f1a29823ffff	5
3102	891f1a71b77ffff	3
3103	891e3490b0bffff	0
3104	891f1a29e53ffff	2
3105	891e349a163ffff	3
3106	891f1a29d57ffff	1
3107	891f1a6d947ffff	0
3108	891f1a6f333ffff	3
3109	891e3491107ffff	7
3110	891f1a62d7bffff	1
3111	891f1a29d73ffff	3
3112	891f1a28923ffff	5
3113	891e3482437ffff	6
3114	891f1a62dabffff	1
3115	heritage	2
3116	891f02a01d7ffff	3
3117	891f02baec3ffff	1
3118	891f1a2dd33ffff	1
3119	891f1a60b6bffff	7
3120	891f02ba207ffff	3
3121	891f1a61087ffff	0
3122	891e349b5d3ffff	3
3123	891f1a65d9bffff	0
3124	891f02b8e8bffff	0
3125	891f1a62443ffff	6
3126	891f1a2d06bffff	7
3127	891f02a1017ffff	6
3128	891e3490e33ffff	5
3129	891e3493097ffff	3
3130	891f1a62637ffff	3
3131	891f1a29c2bffff	1
3132	891e3498e33ffff	6
3133	891e34989a7ffff	4
3134	891f1a62973ffff	5
3135	891f1a6c207ffff	0
3136	891e348b543ffff	3
3137	891e349205bffff	5
3138	891e34922cbffff	5
3139	891e349a22bffff	0
3140	891e34d5bafffff	3
3141	891e3493197ffff	4
3142	891f1a66bcbffff	5
3143	891e34d6597ffff	0
3144	891e349340bffff	1
3145	891e34d6857ffff	4
3146	891f1a6d487ffff	5
3147	891e34c66dbffff	7
3148	891e34919c7ffff	3
3149	891f1a6e607ffff	5
3150	891f1a668d7ffff	7
3151	891f1a6ecd3ffff	7
3152	891e3498177ffff	4
3153	891f1a6c69bffff	3
3154	891f1a288d7ffff	5
3155	891e34d4dc3ffff	3
3156	891e3490607ffff	0
3157	891e3491923ffff	1
3158	891e34d49c7ffff	5
3159	891e34d4637ffff	3
3160	891f1a29d03ffff	1
3161	891e349a8c3ffff	0
3162	891f02b2853ffff	4
3163	891e3490ba7ffff	0
3164	891f1a658abffff	4
3165	891e34935dbffff	5
3166	891e3491c8bffff	0
3167	891f1a2c6b3ffff	6
3168	891f1a2a933ffff	3
3169	891e34d4d4fffff	1
3170	891f1a6e40bffff	0
3171	skiing	4
3172	891e34d646fffff	0
3173	891e349216fffff	4
3174	891f1a62c33ffff	4
3175	891f0285db3ffff	3
3176	891f1a6268bffff	3
3177	891f1a62ccfffff	1
3178	891e34980c3ffff	0
3179	891f1a28d63ffff	3
3180	891e34d6a0fffff	5
3181	891f1a64107ffff	5
3182	891e349943bffff	0
3183	891f1a63653ffff	3
3184	891f1a6c0c7ffff	7
3185	891e34980cfffff	0
3186	891e349905bffff	5
3187	891f1a6e31bffff	1
3188	891f0284e07ffff	3
3189	891e348252bffff	5
3190	891e34d75d3ffff	0
3191	891f1a6f10bffff	5
3192	891f02b1e13ffff	6
3193	891f1a29a2bffff	5
3194	891e349a513ffff	0
3195	891f1a6186bffff	1
3196	891e3492ecbffff	1
3197	891f1a61e43ffff	0
3198	891f1a66e77ffff	7
3199	891f1a625a7ffff	3
3200	891f1a28a17ffff	3
3201	891f1a6016fffff	3
3202	891e3498393ffff	7
3203	891e349358fffff	5
3204	891e34d75dbffff	0
3205	891f1a6ce87ffff	1
3206	891f1a2db63ffff	3
3207	891f1a295afffff	3
3208	891e34d54dbffff	0
3209	891e34d5c17ffff	7
3210	891e3498463ffff	0
3211	891e3493473ffff	3
3212	891e34d644fffff	3
3213	891e3497563ffff	6
3214	891e34d66b7ffff	5
3215	891e3482503ffff	5
3216	891f1a6d9b3ffff	1
3217	891f1a61b77ffff	1
3218	891e34926b7ffff	5
3219	891f1a61923ffff	0
3220	891f1a61c4bffff	3
3221	891e348353bffff	1
3222	891f1a61db3ffff	3
3223	891f1a2856bffff	5
3224	891f1a68ddbffff	7
3225	891f1a6140bffff	0
3226	891f1a646c7ffff	7
3227	891e3498bd7ffff	5
3228	891e3499197ffff	5
3229	891e3492527ffff	1
3230	891f02b0537ffff	4
3231	891f1a64bb3ffff	5
3232	891f1a6520fffff	4
3233	891f02a069bffff	3
3234	891f1a28173ffff	5
3235	891e349ae4fffff	3
3236	891e349991bffff	5
3237	891f1a6a957ffff	5
3238	891f1a6e6cbffff	0
3239	891e34915c3ffff	0
3240	891e34d4b1bffff	3
3241	891f1a6188fffff	0
3242	891f1a614cfffff	0
3243	891f1a6c977ffff	0
3244	891e3499c8fffff	0
3245	891f1a632afffff	1
3246	891f02aa09bffff	3
3247	891e34d6dabffff	6
3248	891f1a6292bffff	6
3249	891f1a64dcfffff	1
3250	891f1a2f6c3ffff	7
3251	891e34902c7ffff	4
3252	891f02bacd7ffff	3
3253	891e3491cc7ffff	0
3254	891f1a2c38fffff	3
3255	891f1a65947ffff	1
3256	891f1a75293ffff	3
3257	891f1a662abffff	3
3258	891f1a61687ffff	7
3259	891f1a61c0fffff	0
3260	891e349ae43ffff	3
3261	891e34d096fffff	3
3262	891f1a67317ffff	3
3263	891f1a64077ffff	0
3264	891f1a61b0fffff	7
3265	891f1a6e44bffff	1
3266	891f1a6d957ffff	7
3267	891f1a60a7bffff	4
3268	891f1a6c27bffff	5
3269	891f1a618d3ffff	3
3270	891f1a2c067ffff	1
3271	891f1a64d8bffff	4
3272	891f1a2dbcfffff	0
3273	891e34d5937ffff	6
3274	891f1a6f403ffff	5
3275	891f1a2f2afffff	5
3276	891f1a66a17ffff	7
3277	891f1a6812fffff	7
3278	891e3483677ffff	0
3279	891f02a0143ffff	3
3280	891e348218bffff	5
3281	891e349a6bbffff	7
3282	891f1a68d43ffff	1
3283	891f1a2856fffff	5
3284	891e349a24bffff	0
3285	891f1a6cbafffff	1
3286	891e34d73afffff	0
3287	891e34d44dbffff	0
3288	891f1a6c82fffff	3
3289	891e3490003ffff	0
3290	891f1a6cd27ffff	0
3291	891f1a6c46fffff	1
3292	891f1a645cbffff	3
3293	891f1a6e227ffff	5
3294	891f1a2d843ffff	0
3295	891e34d657bffff	0
3296	891f02ba4abffff	3
3297	891f1a63343ffff	3
3298	891e3490e2bffff	5
3299	891e3489053ffff	3
3300	891e3490a37ffff	6
3301	891e3490383ffff	3
3302	891e349a273ffff	7
3303	891f1a61b43ffff	3
3304	891f1a6e447ffff	6
3305	891e348a5c3ffff	1
3306	891f1a29c83ffff	3
3307	891e34912b7ffff	3
3308	891e34d7463ffff	0
3309	891e3492a03ffff	0
3310	891f1a6e23bffff	5
3311	891e3493007ffff	1
3312	891f1a64537ffff	5
3313	891e34933d7ffff	5
3314	891f1a2f06fffff	5
3315	891e349b2abffff	3
3316	891f1a2dacfffff	3
3317	891f1a609c7ffff	1
3318	891e3493437ffff	7
3319	891f1a62edbffff	7
3320	891f1a6cdd3ffff	3
3321	891f1a6f5cfffff	1
3322	891f02a26afffff	6
3323	891f1a65513ffff	0
3324	891e348352bffff	7
3325	891f1a61d83ffff	1
3326	891e349081bffff	5
3327	891f1a6c9abffff	0
3328	891f02b0583ffff	3
3329	beekeeper	4
3330	891e348366fffff	0
3331	891e3492277ffff	3
3332	891e349338bffff	1
