index	e_type	Source	from_type	Target	to_type	directed	attributes.tagCount	attributes.res	attributes.layer_id
163	hasOSMTag	891e3493067ffff	h3place	industrial	osmtag	False	2.0		Environment_NEG_geological around (Stollberg) radius=15.0
164	located_on_h3_cell	https://www.openstreetmap.org/way/359528975	osmplace	891f1a65507ffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
165	located_on_h3_cell	891e3491c7bffff	h3place	https://www.openstreetmap.org/way/234027113	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
166	located_on_h3_cell	891e349022fffff	h3place	https://www.openstreetmap.org/way/215624355	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
167	located_on_h3_cell	https://www.openstreetmap.org/way/315291244	osmplace	891e349a22bffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
168	located_on_h3_cell	891f1a65d1bffff	h3place	https://www.openstreetmap.org/way/316314370	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
169	located_on_h3_cell	891f1a6593bffff	h3place	https://www.openstreetmap.org/way/584637862	osmplace	False		6.0	Environment_NEG_geological around (Stollberg) radius=15.0
170	located_on_h3_cell	https://www.openstreetmap.org/way/313714299	osmplace	891e349b5afffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
171	hasOSMTag	891e349980bffff	h3place	primary	osmtag	False	1.0		Transport_NEG_aeroway around (Stollberg) radius=15.0
172	located_on_h3_cell	891e349ad0fffff	h3place	https://www.openstreetmap.org/way/314264784	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
173	located_on_h3_cell	891f1a6d987ffff	h3place	https://www.openstreetmap.org/way/357426626	osmplace	False		6.0	Environment_NEG_geological around (Stollberg) radius=15.0
174	located_on_h3_cell	891f1a65987ffff	h3place	https://www.openstreetmap.org/way/617004973	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
175	hasOSMTag	891e349316fffff	h3place	primary	osmtag	False	2.0		Transport_NEG_aeroway around (Stollberg) radius=15.0
176	located_on_h3_cell	https://www.openstreetmap.org/way/362553547	osmplace	891f1a6c9abffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
177	located_on_h3_cell	891e349ae0fffff	h3place	https://www.openstreetmap.org/way/20021006	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
178	hasOSMTag	industrial	osmtag	891f1a65977ffff	h3place	False	1.0		Environment_NEG_geological around (Stollberg) radius=15.0
179	located_on_h3_cell	https://www.openstreetmap.org/way/314493009	osmplace	891e349164fffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
180	located_on_h3_cell	https://www.openstreetmap.org/way/395653342	osmplace	891e349b3a7ffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
181	located_on_h3_cell	https://www.openstreetmap.org/way/362392618	osmplace	891e34990dbffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
182	located_on_h3_cell	891e3491e2bffff	h3place	https://www.openstreetmap.org/way/5198296	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
183	located_on_h3_cell	891e3491c9bffff	h3place	https://www.openstreetmap.org/way/234022463	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
184	hasOSMTag	industrial	osmtag	891f1a65bc3ffff	h3place	False	5.0		Environment_NEG_geological around (Stollberg) radius=15.0
185	located_on_h3_cell	891f1a65987ffff	h3place	https://www.openstreetmap.org/way/105641856	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
186	located_on_h3_cell	891f1a6cbd7ffff	h3place	https://www.openstreetmap.org/way/277167598	osmplace	False		6.0	Environment_NEG_geological around (Stollberg) radius=15.0
187	located_on_h3_cell	https://www.openstreetmap.org/way/215655218	osmplace	891e3491c1bffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
188	located_on_h3_cell	891e3493067ffff	h3place	https://www.openstreetmap.org/way/237978270	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
189	hasOSMTag	891e3499c63ffff	h3place	primary	osmtag	False	1.0		Transport_NEG_aeroway around (Stollberg) radius=15.0
190	hasOSMTag	891e3491847ffff	h3place	primary	osmtag	False	1.0		Transport_NEG_aeroway around (Stollberg) radius=15.0
191	located_on_h3_cell	891e349142bffff	h3place	https://www.openstreetmap.org/way/215116514	osmplace	False		6.0	Environment_NEG_geological around (Stollberg) radius=15.0
192	located_on_h3_cell	https://www.openstreetmap.org/way/213547648	osmplace	891e349a243ffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
193	hasOSMTag	891f1a65473ffff	h3place	primary	osmtag	False	2.0		Transport_NEG_aeroway around (Stollberg) radius=15.0
194	located_on_h3_cell	https://www.openstreetmap.org/way/360465047	osmplace	891f1a64013ffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
195	hasOSMTag	891f1a65d1bffff	h3place	primary	osmtag	False	1.0		Transport_NEG_aeroway around (Stollberg) radius=15.0
196	located_on_h3_cell	https://www.openstreetmap.org/way/339426081	osmplace	891e34982b3ffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
197	located_on_h3_cell	https://www.openstreetmap.org/way/362553555	osmplace	891f1a6c907ffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
198	hasOSMTag	industrial	osmtag	891e3493477ffff	h3place	False	1.0		Environment_NEG_geological around (Stollberg) radius=15.0
199	located_on_h3_cell	https://www.openstreetmap.org/way/212710089	osmplace	891f1a656abffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
200	located_on_h3_cell	https://www.openstreetmap.org/way/683368575	osmplace	891e349ad43ffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
201	located_on_h3_cell	https://www.openstreetmap.org/way/813417104	osmplace	891f1a6e037ffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
202	located_on_h3_cell	https://www.openstreetmap.org/way/259091496	osmplace	891e3493173ffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
203	hasOSMTag	891e349367bffff	h3place	industrial	osmtag	False	1.0		Environment_NEG_geological around (Stollberg) radius=15.0
204	hasOSMTag	891e349a46bffff	h3place	primary	osmtag	False	5.0		Transport_NEG_aeroway around (Stollberg) radius=15.0
205	located_on_h3_cell	891e349ae3bffff	h3place	https://www.openstreetmap.org/way/310983508	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
206	located_on_h3_cell	https://www.openstreetmap.org/way/318262999	osmplace	891e3498053ffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
207	hasOSMTag	891f1a65917ffff	h3place	fast_food	osmtag	False	1.0		Lifestyle_NEG_shop around (Stollberg) radius=15.0
208	located_on_h3_cell	891e3493067ffff	h3place	https://www.openstreetmap.org/way/237978269	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
209	located_on_h3_cell	891e3498483ffff	h3place	https://www.openstreetmap.org/way/234014152	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
210	located_on_h3_cell	https://www.openstreetmap.org/relation/1390061	osmplace	891e3498577ffff	h3place	False		6.0	Environment_NEG_geological around (Stollberg) radius=15.0
211	located_on_h3_cell	891e3499c13ffff	h3place	https://www.openstreetmap.org/way/234008172	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
212	located_on_h3_cell	891e3490627ffff	h3place	https://www.openstreetmap.org/way/257574118	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
213	located_on_h3_cell	891e34d6017ffff	h3place	https://www.openstreetmap.org/way/372377555	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
214	located_on_h3_cell	891e3493067ffff	h3place	https://www.openstreetmap.org/way/286269448	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
215	located_on_h3_cell	https://www.openstreetmap.org/way/813421040	osmplace	891f1a6e5c3ffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
216	hasOSMTag	891e3493067ffff	h3place	trunk	osmtag	False	1.0		Transport_NEG_aeroway around (Stollberg) radius=15.0
217	located_on_h3_cell	891e349a207ffff	h3place	https://www.openstreetmap.org/way/524208228	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
218	located_on_h3_cell	891e349a46bffff	h3place	https://www.openstreetmap.org/way/313997117	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
219	hasOSMTag	891f1a6593bffff	h3place	industrial	osmtag	False	1.0		Environment_NEG_geological around (Stollberg) radius=15.0
220	located_on_h3_cell	891e349a46bffff	h3place	https://www.openstreetmap.org/way/314250234	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
221	located_on_h3_cell	https://www.openstreetmap.org/way/766744041	osmplace	891e3493163ffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
222	hasOSMTag	891f1a6c993ffff	h3place	primary	osmtag	False	1.0		Transport_NEG_aeroway around (Stollberg) radius=15.0
223	hasOSMTag	891e3491c7bffff	h3place	primary	osmtag	False	3.0		Transport_NEG_aeroway around (Stollberg) radius=15.0
224	hasOSMTag	891f1a650b7ffff	h3place	industrial	osmtag	False	1.0		Environment_NEG_geological around (Stollberg) radius=15.0
225	located_on_h3_cell	https://www.openstreetmap.org/way/366539529	osmplace	891e34d646bffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
226	located_on_h3_cell	https://www.openstreetmap.org/way/339426085	osmplace	891e34982b3ffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
227	located_on_h3_cell	891e34982b3ffff	h3place	https://www.openstreetmap.org/way/339426081	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
228	located_on_h3_cell	https://www.openstreetmap.org/way/306522423	osmplace	891e349b377ffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
229	located_on_h3_cell	https://www.openstreetmap.org/way/299137399	osmplace	891e3491ad7ffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
230	hasOSMTag	891f1a659b3ffff	h3place	industrial	osmtag	False	2.0		Environment_NEG_geological around (Stollberg) radius=15.0
231	hasOSMTag	891e3498463ffff	h3place	primary	osmtag	False	1.0		Transport_NEG_aeroway around (Stollberg) radius=15.0
232	hasOSMTag	891f1a6559bffff	h3place	primary	osmtag	False	1.0		Transport_NEG_aeroway around (Stollberg) radius=15.0
233	located_on_h3_cell	891f1a64c07ffff	h3place	https://www.openstreetmap.org/way/225714023	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
234	located_on_h3_cell	891e349a46fffff	h3place	https://www.openstreetmap.org/way/404381781	osmplace	False		6.0	Environment_NEG_geological around (Stollberg) radius=15.0
235	located_on_h3_cell	891e34d668bffff	h3place	https://www.openstreetmap.org/way/254610479	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
236	located_on_h3_cell	891e349b363ffff	h3place	https://www.openstreetmap.org/way/68576688	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
237	located_on_h3_cell	https://www.openstreetmap.org/way/805380930	osmplace	891e349a46fffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
238	hasOSMTag	891f1a6d987ffff	h3place	industrial	osmtag	False	1.0		Environment_NEG_geological around (Stollberg) radius=15.0
239	hasOSMTag	891e349981bffff	h3place	primary	osmtag	False	4.0		Transport_NEG_aeroway around (Stollberg) radius=15.0
240	located_on_h3_cell	891e349ad0fffff	h3place	https://www.openstreetmap.org/way/822306081	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
241	hasOSMTag	industrial	osmtag	891f1a6544bffff	h3place	False	1.0		Environment_NEG_geological around (Stollberg) radius=15.0
242	located_on_h3_cell	891e349a207ffff	h3place	https://www.openstreetmap.org/way/302730075	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
243	hasOSMTag	industrial	osmtag	891f1a65bcfffff	h3place	False	2.0		Environment_NEG_geological around (Stollberg) radius=15.0
244	located_on_h3_cell	891e349a2cbffff	h3place	https://www.openstreetmap.org/way/397790839	osmplace	False		6.0	Environment_NEG_geological around (Stollberg) radius=15.0
245	hasOSMTag	891e349ad0fffff	h3place	primary	osmtag	False	3.0		Transport_NEG_aeroway around (Stollberg) radius=15.0
246	located_on_h3_cell	https://www.openstreetmap.org/way/395653343	osmplace	891e349b377ffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
247	located_on_h3_cell	891e349965bffff	h3place	https://www.openstreetmap.org/way/362553556	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
248	located_on_h3_cell	891e349ae0bffff	h3place	https://www.openstreetmap.org/way/216650240	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
249	hasOSMTag	industrial	osmtag	891e349958fffff	h3place	False	1.0		Environment_NEG_geological around (Stollberg) radius=15.0
250	hasOSMTag	quarry	osmtag	891e34910c3ffff	h3place	False	1.0		Environment_NEG_geological around (Stollberg) radius=15.0
251	located_on_h3_cell	https://www.openstreetmap.org/way/320422441	osmplace	891e349b687ffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
252	located_on_h3_cell	891e3491597ffff	h3place	https://www.openstreetmap.org/way/888325055	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
253	located_on_h3_cell	891e349a46fffff	h3place	https://www.openstreetmap.org/way/313686204	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
254	hasOSMTag	891e349332bffff	h3place	industrial	osmtag	False	2.0		Environment_NEG_geological around (Stollberg) radius=15.0
255	located_on_h3_cell	https://www.openstreetmap.org/way/868388018	osmplace	891e349a233ffff	h3place	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
256	located_on_h3_cell	891f1a6620bffff	h3place	https://www.openstreetmap.org/way/320193256	osmplace	False		6.0	Transport_NEG_aeroway around (Stollberg) radius=15.0
257	hasOSMTag	quarry	osmtag	891e34990a7ffff	h3place	False	2.0		Environment_NEG_geological around (Stollberg) radius=15.0
